#,Class,Who,Progress,Num,Denom,✓,,Name,Requirements,Rewards,Incomplete,Actual Requirements (if different),Description,Icon Name,Tab,Actual Name,Time,Responsibility
109,Subset,,,0,0,FALSE,,We Need to Go Deeper,"Build, light and enter a Nether Portal (Enter a nether portal block)",,,Enter a nether portal block,"Build, light and enter a Nether Portal",flint_and_steel,Mining,minecraft:story/enter_the_nether,,
110,Subset,,,0,0,FALSE,,Obsidian Miner,Mine a stack of obsidian. (This might take a while...),8 Obsidian,,,Mine a stack of obsidian. (This might take a while...),obsidian,Mining,blazeandcave:mining/obsidian_miner,,
111,Subset,,,0,0,FALSE,,Building,Your only limit is your imagination... and resources (Place any block),,,Place any block,Your only limit is your imagination... and resources,oak_planks,Building,blazeandcave:building/root,,
112,Subset,,,0,0,FALSE,,Your Door Was Locked,Craft a door to stop monsters from entering your house (Obtain any type of door (can be an iron door)),,,Obtain any type of door (can be an iron door),Craft a door to stop monsters from entering your house,oak_door,Building,blazeandcave:building/your_door_was_locked,,
113,Subset,,,0,0,FALSE,,Cut In Half,Craft some slabs (Obtain any kind of slab),,,Obtain any kind of slab,Craft some slabs,oak_slab,Building,blazeandcave:building/cut_in_half,,
114,Subset,,,0,0,FALSE,,Stairs? NOOOOO!,Craft some stairs (Obtain any kind of stairs),,,Obtain any kind of stairs,Craft some stairs,spruce_stairs,Building,blazeandcave:building/stairs_no,,
115,Subset,,,0,0,FALSE,,Slabs For Days,Craft every type of slab (See requirement notes below),,,See requirement notes below,Craft every type of slab,smooth_stone_slab,Building,blazeandcave:building/slabs_for_days,,
116,Subset,,,0,0,FALSE,,"Ah, My Old Enemy...",Craft every type of stair (See requirement notes below),,,See requirement notes below,Craft every type of stair,stone_brick_stairs,Building,blazeandcave:building/ah_my_old_enemy,,
117,Subset,,,0,0,FALSE,,Sweet Dreams,Sleep in a bed to change your respawn point (Sleep in a bed. You do not have to pass the night),,,Sleep in a bed. You do not have to pass the night,Sleep in a bed to change your respawn point,red_bed,Building,minecraft:adventure/sleep_in_bed,,
118,Subset,,,0,0,FALSE,,Change of Sheets,Dye your bed a different color (Obtain a bed of any color other than white),,,Obtain a bed of any color other than white,Dye your bed a different color,light_blue_bed,Building,blazeandcave:building/change_of_sheets,,
119,Subset,,,0,0,FALSE,,Rainbow Dreams,Craft every color of bed,32 White Wool,,,Craft every color of bed,magenta_bed,Building,blazeandcave:building/rainbow_dreams,,
120,Incidental,,,0,0,FALSE,,Insomniac,Go 30 days without sleep,"8 Phantom Membrane, 1 Pink Bed",,,Go 30 days without sleep,phantom_spawn_egg,Building,blazeandcave:building/insomniac,,
121,Incidental,,,0,0,FALSE,,Ladder Climbers Inc.,Climb the ladder! (Enter a ladder block),,,Enter a ladder block,Climb the ladder!,ladder,Building,blazeandcave:building/ladder_climbers_inc,,
122,Child,,,0,0,FALSE,,It's a Trap!,Craft and place down a trapdoor (Place any type of trapdoor (can be an iron trapdoor)),,,Place any type of trapdoor (can be an iron trapdoor),Craft and place down a trapdoor,oak_trapdoor,Building,blazeandcave:building/its_a_trap,,All Items
123,Child,,,0,0,FALSE,,Aaaaaand... OPEN!,Craft and place an iron door (Place an iron door),2 Iron Ingots,,Place an iron door,Craft and place an iron door,iron_door,Building,blazeandcave:building/and_open,,All Items
124,Child,,,0,0,FALSE,,En Garde,Erect some fencing (Place any type of fence (can be nether brick fence)),,,Place any type of fence (can be nether brick fence),Erect some fencing,oak_fence,Building,blazeandcave:building/en_garde,,All Items
125,Child,,,0,0,FALSE,,The Walls,Put up some cobblestone walls (Place a cobblestone wall),8 Cobblestone,,Place a cobblestone wall,Put up some cobblestone walls,cobblestone_wall,Building,blazeandcave:building/the_walls,,All Items
126,Subset,,,0,0,FALSE,,Crazy Walls,Craft every type of wall (See requirement notes below),,,See requirement notes below,Craft every type of wall,sandstone_wall,Building,blazeandcave:building/crazy_walls,,
127,Child,,,0,0,FALSE,,Stationary Storage,Craft and place a chest for storing your items (Place a chest),2 Chests,,Place a chest,Craft and place a chest for storing your items,chest,Building,blazeandcave:building/stationary_storage,,All Items
128,Child,,,0,0,FALSE,,Barrel Rider,Craft and place a barrel. Totally not for riding in (Place a barrel),2 Barrels,,Place a barrel,Craft and place a barrel. Totally not for riding in,barrel,Building,blazeandcave:building/barrel_rider,,All Items
129,Child,,,0,0,FALSE,,Writer's Block,Craft a lectern using wooden slabs and a bookshelf then place it (Place a lectern),,,Place a lectern,Craft a lectern using wooden slabs and a bookshelf then place it,lectern,Building,blazeandcave:building/writers_block,,All Items
130,Child,,,0,0,FALSE,,Shelf Expression,Fill a Chiseled Bookshelf with books (Place a book inside a Chiseled Bookshelf such that all slots become occupied),,,Place a book inside a Chiseled Bookshelf such that all slots become occupied,Fill a Chiseled Bookshelf with books,chiseled_bookshelf,Building,blazeandcave:building/shelf_expression,,All Items
131,Child,,,0,0,FALSE,,It's a Sign!,Craft and place a sign (Place any type of sign),,,Place any type of sign,Craft and place a sign,oak_sign,Building,blazeandcave:building/its_a_sign,,All Items
132,Child,,,0,0,FALSE,,Hanging Around,Put up a Hanging Sign (Place any type of hanging sign),,,Place any type of hanging sign,Put up a Hanging Sign,oak_hanging_sign,Building,blazeandcave:building/hanging_around,,All Items
133,Child,,,0,0,FALSE,,Sign Off,"Use honeycomb to wax a sign, setting its ink for eternity (Use honeycomb on any sign)",4 Honeycomb,,Use honeycomb on any sign,"Use honeycomb to wax a sign, setting its ink for eternity",honeycomb,Building,blazeandcave:building/sign_off,,All Items
134,Child,,,0,0,FALSE,,Colors of the Wind,Dye a sign with each color of dye (Use all 16 dyes on any sign),,,Use all 16 dyes on any sign,Dye a sign with each color of dye,yellow_dye,Building,blazeandcave:building/colors_of_the_wind,,All Items
135,Subset,,,0,0,FALSE,,Help! I've been framed!,Craft an item frame for displaying your items (Obtain an item frame),,,Obtain an item frame,Craft an item frame for displaying your items,item_frame,Building,blazeandcave:building/help_ive_been_framed,,
136,Subset,,,0,0,FALSE,,A Masterpiece!,Put up a painting (Place a painting),,,Place a painting,Put up a painting,painting,Building,blazeandcave:building/a_masterpiece,,
137,Child,,,0,0,FALSE,,Art Gallery,Place every type of painting (Every painting is listed on Minecraft wiki at https://minecraft.wiki/w/Painting ),,,Every painting is listed on Minecraft wiki at https://minecraft.wiki/w/Painting ,Place every type of painting,green_stained_glass_pane,Building,blazeandcave:building/art_gallery,,All Items
138,Child,,,0,0,FALSE,,Raise the flag!,Craft and place a banner,,,,Craft and place a banner,cyan_banner,Building,blazeandcave:building/raise_the_flag,,All Items
139,Subset,,,0,0,FALSE,,Prepare to Meet Your Loom!,Craft a loom with string and planks for creating your own banners (Obtain a loom),,,Obtain a loom,Craft a loom with string and planks for creating your own banners,loom,Building,blazeandcave:building/prepare_to_meet_your_loom,,
140,Subset,,,0,0,FALSE,,"No Banner, only Color!",Craft all 16 banner colors,32 White Wool,,,Craft all 16 banner colors,magenta_banner,Building,blazeandcave:building/no_banner_only_color,,
141,Subset,,,0,0,FALSE,,Fruit of the Looms,Craft all the special banner patterns (See requirement notes below),1 Enchanted Golden Apple,,See requirement notes below,Craft all the special banner patterns,creeper_banner_pattern,Building,blazeandcave:building/fruit_of_the_looms,,
142,Child,,,0,0,FALSE,,Torched!,Light up the area with some torches (Place a torch),8 Torches,,Place a torch,Light up the area with some torches,torch,Building,blazeandcave:building/torched,,All Items
143,Subset,,,0,0,FALSE,,Camping Out,"Craft and place a campfire using some logs, sticks and coal",,,,"Craft and place a campfire using some logs, sticks and coal",campfire,Building,blazeandcave:building/camping_out,,
144,Unique,,,0,0,FALSE,,"Delicious, Hot Schmoes!",Place every type of cookable food on a campfire (See requirement notes below),8 Steak,,See requirement notes below,Place every type of cookable food on a campfire,rabbit,Building,blazeandcave:building/delicious_hot_schmoes,,Misc
145,Unique,,,0,0,FALSE,,Spawn Camping,"Travel close to 0,0 coordinates and place down a campfire (Place a campfire or soul campfire with x and z coordinates both being between -10 and 10)",16 Porkchops,,Place a campfire or soul campfire with x and z coordinates both being between -10 and 10,"Travel close to 0,0 coordinates and place down a campfire",ender_eye,Building,blazeandcave:building/spawn_camping,,Misc
146,Child,,,0,0,FALSE,,Halloween!,Light up with jack o' lanterns! (Place a jack o' lantern),4 Jack o' Lanterns,,Place a jack o' lantern,Light up with jack o' lanterns!,jack_o_lantern,Building,blazeandcave:building/halloween,,All Items
147,Child,,,0,0,FALSE,,"One Pickle, Two Pickle, Sea Pickle, Four",Place four sea pickles in a group underwater (Place a sea pickle on top of three existing sea pickles to create a group of four),8 Sea Pickles,,Place a sea pickle on top of three existing sea pickles to create a group of four,Place four sea pickles in a group underwater,sea_pickle,Building,blazeandcave:building/one_pickle_two_pickle_sea_pickle_four,,All Items
148,Child,,,0,0,FALSE,,Setting up the mood,Place a candle and light it using Flint and Steel (Light any type of candle or candle cake using either Flint and Steel or a Fire Charge),8 Candles,,Light any type of candle or candle cake using either Flint and Steel or a Fire Charge,Place a candle and light it using Flint and Steel,candle,Building,blazeandcave:building/setting_up_the_mood,,All Items
149,Subset,,,0,0,FALSE,,The Ritual Begins,Get one stack of Black Candles,8 Black Candles,,,Get one stack of Black Candles,black_candle,Building,blazeandcave:building/the_ritual_begins,,
150,Child,,,0,0,FALSE,,Happy Birthday!,Place a candle on a cake,,,,Place a candle on a cake,cake,Building,blazeandcave:building/happy_birthday,,All Items
151,Child,,,0,0,FALSE,,Festival of Lights,Light up the area using a lantern (Place a lantern),8 Lanterns,,Place a lantern,Light up the area using a lantern,lantern,Building,blazeandcave:building/festival_of_lights,,All Items
152,Child,,,0,0,FALSE,,Glowing!,Light up the area with glowstone (Place a glowstone block),4 Glowstone,,Place a glowstone block,Light up the area with glowstone,glowstone,Building,blazeandcave:building/glowing,,All Items
153,Child,,,0,0,FALSE,,Shroom Lightyear,Light up the area with Shroomlight! (Place a shroomlight),8 Shroomlight,,Place a shroomlight,Light up the area with Shroomlight!,shroomlight,Building,blazeandcave:building/shroom_lightyear,,All Items
154,Child,,,0,0,FALSE,,Cerulean!,Light up the area with soul fire torches and soul fire lanterns! (Place a soul fire torch and a soul fire lantern),16 Soul Soil,,Place a soul fire torch and a soul fire lantern,Light up the area with soul fire torches and soul fire lanterns!,soul_torch,Building,blazeandcave:building/cerulean,,All Items
155,Child,,,0,0,FALSE,,Incandescent!,"Light up the area with all three hues of Froglight (Place Ochre, Verdant and Pearlescent Froglights)","4 Ochre, Verdant and Pearlescent Froglights",,"Place Ochre, Verdant and Pearlescent Froglights",Light up the area with all three hues of Froglight,verdant_froglight,Building,minecraft:husbandry/froglights,,All Items
156,Child,,,0,0,FALSE,,Electric!,Light up the area with some redstone lamps (Place a redstone lamp),4 Redstone Lamps,,Place a redstone lamp,Light up the area with some redstone lamps,redstone_lamp,Building,blazeandcave:building/electric,,All Items
157,Incidental,,,0,0,FALSE,,Bulbous!,Light up the area with a Copper Bulb! (Place any Copper Bulb),4 Copper Bulbs,,Place any Copper Bulb,Light up the area with a Copper Bulb!,copper_bulb,Building,blazeandcave:building/bulbous,,Trials
158,Incidental,,,0,0,FALSE,,Lighten Up,"Scrape a Copper Bulb with an axe to make it brighter (Use an axe on a Copper Bulb that is either waxed or exposed, weathered or oxidized)",,,"Use an axe on a Copper Bulb that is either waxed or exposed, weathered or oxidized",Scrape a Copper Bulb with an axe to make it brighter,weathered_copper_bulb,Building,minecraft:adventure/lighten_up,,Trials
159,Child,,,0,0,FALSE,,Expensive!,Light up the area with some sea lanterns (Place a sea lantern),4 Sea Lanterns,,Place a sea lantern,Light up the area with some sea lanterns,sea_lantern,Building,blazeandcave:building/expensive,,All Items
160,Child,,,0,0,FALSE,,Fluorescent!,Light up the area with some end rods (Place an end rod),4 End Rods,,Place an end rod,Light up the area with some end rods,end_rod,Building,blazeandcave:building/fluorescent,,All Items
161,Subset,,,0,0,FALSE,,Let There Be Light!,Hold a stack of every light-emitting block and item (See requirement notes below),,,See requirement notes below,Hold a stack of every light-emitting block and item,soul_lantern,Building,blazeandcave:building/let_there_be_light,,
162,Subset,,,0,0,FALSE,,A Good Start,Chop down enough trees to collect a full stack of one log type,8 Logs of the type that you got a stack of,,,Chop down enough trees to collect a full stack of one log type,oak_log,Building,blazeandcave:building/a_good_start,,
163,Subset,,,0,0,FALSE,,Barking mad,"Craft a bark block (Obtain a ""wood"" or ""hyphae"" block of any kind)",,,"Obtain a ""wood"" or ""hyphae"" block of any kind",Craft a bark block,oak_wood,Building,blazeandcave:building/barking_mad,,
164,Subset,,,0,0,FALSE,,Lost its bark,Strip a bark block of its bark (Strip a wood or hyphae block using an axe),,,Strip a wood or hyphae block using an axe,Strip a bark block of its bark,stripped_oak_wood,Building,blazeandcave:building/lost_its_bark,,
165,Subset,,,0,0,FALSE,,Professor Oak,Craft every type of item made out of oak wood (See requirement notes below),16 Oak Logs,,See requirement notes below,Craft every type of item made out of oak wood,oak_sapling,Building,blazeandcave:building/professor_oak,,
166,Subset,,,0,0,FALSE,,Spruce Lee,Craft every type of item made out of spruce wood (See requirement notes below),16 Spruce Logs,,See requirement notes below,Craft every type of item made out of spruce wood,spruce_sapling,Building,blazeandcave:building/spruce_lee,,
167,Subset,,,0,0,FALSE,,Professor Birch,Craft every type of item made out of birch wood (See requirement notes below),16 Birch Logs,,See requirement notes below,Craft every type of item made out of birch wood,birch_sapling,Building,blazeandcave:building/professor_birch,,
168,Subset,,,0,0,FALSE,,The Jungler,Craft every type of item made out of jungle wood (See requirement notes below),16 Jungle Logs,,See requirement notes below,Craft every type of item made out of jungle wood,jungle_sapling,Building,blazeandcave:building/the_jungler,,
169,Subset,,,0,0,FALSE,,Bamboozled,Craft every type of item made out of bamboo wood (See requirement notes below),32 Bamboo Blocks,,See requirement notes below,Craft every type of item made out of bamboo wood,bamboo,Building,blazeandcave:building/bamboozled,,
170,Subset,,,0,0,FALSE,,Mangrove Master,Craft every type of item made out of mangrove wood (See requirement notes below),16 Mangrove Logs,,See requirement notes below,Craft every type of item made out of mangrove wood,mangrove_propagule,Building,blazeandcave:building/mangrove_master,,
171,Subset,,,0,0,FALSE,,The Acacia King,Craft every type of item made out of acacia wood (See requirement notes below),16 Acacia Logs,,See requirement notes below,Craft every type of item made out of acacia wood,acacia_sapling,Building,blazeandcave:building/the_acacia_king,,
172,Subset,,,0,0,FALSE,,Professor Dark Oak,Craft every type of item made out of dark oak wood (See requirement notes below),16 Dark Oak Logs,,See requirement notes below,Craft every type of item made out of dark oak wood,dark_oak_sapling,Building,blazeandcave:building/professor_dark_oak,,
,Subset,,,,,FALSE,,Pale Gardener,Craft every type of item made out of pale oak wood (See requirement notes below),16 Pale Oak Logs,,See requirement notes below,Craft every type of item made out of pale oak wood,pale_oak_sapling,Building,blazeandcave:building/pale_gardener,,
173,Subset,,,0,0,FALSE,,Cherry Bomb,Craft every type of item made out of cherry wood (See requirement notes below),16 Cherry Logs,,See requirement notes below,Craft every type of item made out of cherry wood,cherry_sapling,Building,blazeandcave:building/cherry_bomb,,
174,Subset,,,0,0,FALSE,,Yay! I got my wood!,Collect every type of log and stem (Obtain every type of log and stem. See types below),,,Obtain every type of log and stem. See types below,Collect every type of log and stem,acacia_log,Building,blazeandcave:building/yay_i_got_my_wood,,
